genre,actor,avgRate,hitRatio,totalMovies,normalizedRating
comedy,Sonika Gill,1.0,0.0,1,0.01
animation,Sonika Gill,1.0,0.0,1,0.15
drama,Eva Grover,1.0,0.0,1,0.0
comedy,Eva Grover,1.0,0.0,1,0.01
animation,Eva Grover,1.0,0.0,1,0.15
drama,Rachita Bhattacharya,1.0,0.0,1,0.0
crime,Rachita Bhattacharya,1.0,0.0,1,0.01
mystery,Rachita Bhattacharya,1.0,0.0,1,0.05
drama,Sanjiv Chopra,1.0,0.0,2,0.01
musical,Sanjiv Chopra,1.0,0.0,1,0.02
crime,Sanjiv Chopra,1.0,0.0,1,0.01
mystery,Sanjiv Chopra,1.0,0.0,1,0.05
drama,Rahul Jaiswal,1.0,0.0,1,0.0
thriller,Rahul Jaiswal,1.0,0.0,1,0.02
drama,Raj Arjun,1.0,0.0,3,0.01
action,Raj Arjun,1.0,0.0,3,0.02
crime,Raj Arjun,1.0,0.0,1,0.01
thriller,Raj Arjun,1.0,0.0,1,0.02
horror,Raj Arjun,1.0,0.0,1,0.06
thriller,Devasish Ray,1.0,0.0,1,0.02
thriller,Jyoti Singh,1.0,0.0,1,0.02
thriller,Sonny Chatrath,1.0,0.0,1,0.02
adventure,Ashish Kattar,1.0,0.0,1,0.03
action,Ashish Kattar,1.0,0.0,1,0.01
animation,Ashish Kattar,1.0,0.0,1,0.15
adventure,Akash Nair,1.0,0.0,1,0.03
action,Akash Nair,1.0,0.0,1,0.01
animation,Akash Nair,1.0,0.0,1,0.15
adventure,Ishita Panchal,1.0,0.0,1,0.03
action,Ishita Panchal,1.0,0.0,1,0.01
animation,Ishita Panchal,1.0,0.0,1,0.15
drama,Swini Khara,1.0,0.0,1,0.0
action,Swini Khara,1.0,0.0,1,0.01
horror,Swini Khara,1.0,0.0,1,0.06
drama,Mona Singh,1.0,0.0,1,0.0
comedy,Mona Singh,1.0,0.0,1,0.01
romance,Ishaan Manhaas,1.0,0.0,1,0.01
drama,Ishaan Manhaas,1.0,0.0,1,0.0
romance,Dheeraj Miglani,1.0,0.0,1,0.01
drama,Dheeraj Miglani,1.0,0.0,1,0.0
romance,Priti Gandwani,1.0,0.0,1,0.01
drama,Priti Gandwani,1.0,0.0,1,0.0
romance,Shubhi Ahuja,1.0,0.0,1,0.01
drama,Shubhi Ahuja,1.0,0.0,1,0.0
drama,Sofia Hayat,1.0,0.0,1,0.0
drama,Parambrata Chatterjee,3.5,0.5,2,0.28
comedy,Parambrata Chatterjee,1.0,0.0,1,0.01
mystery,Parambrata Chatterjee,6.0,1.0,1,0.6
thriller,Parambrata Chatterjee,6.0,1.0,1,0.57
drama,Dhritiman Chatterjee,6.0,1.0,1,0.55
mystery,Dhritiman Chatterjee,6.0,1.0,1,0.6
thriller,Dhritiman Chatterjee,6.0,1.0,1,0.57
drama,Saswata Chatterjee,6.0,1.0,1,0.55
mystery,Saswata Chatterjee,6.0,1.0,1,0.6
thriller,Saswata Chatterjee,6.0,1.0,1,0.57
drama,Russell Geoffrey Banks,1.0,0.0,1,0.0
action,Russell Geoffrey Banks,1.0,0.0,1,0.01
thriller,Russell Geoffrey Banks,1.0,0.0,1,0.02
drama,Isha Batwe,1.0,0.0,1,0.0
action,Isha Batwe,1.0,0.0,1,0.01
thriller,Isha Batwe,1.0,0.0,1,0.02
drama,Sumit Arora,1.0,0.0,1,0.0
action,Sumit Arora,1.0,0.0,1,0.01
drama,Arun,1.0,0.0,4,0.02
action,Arun,2.0,0.0,3,0.02
drama,Raakesh Babu,1.0,0.0,1,0.0
action,Raakesh Babu,1.0,0.0,1,0.01
drama,Prem Kishen Dwivedi,1.0,0.0,1,0.0
action,Prem Kishen Dwivedi,1.0,0.0,1,0.01
drama,Anurag Kashyap,1.0,0.0,1,0.0
action,Anurag Kashyap,1.0,0.0,1,0.01
crime,Anurag Kashyap,1.0,0.0,1,0.01
adventure,Lisa Haydon,6.0,1.0,1,0.58
drama,Lisa Haydon,6.0,1.0,1,0.55
action,Lisa Haydon,2.0,0.0,1,0.01
comedy,Lisa Haydon,4.666666666666667,0.6666666666666666,5,0.39
crime,Lisa Haydon,2.0,0.0,1,0.01
action,Tabrett Bethell,9.0,1.0,1,0.56
crime,Tabrett Bethell,9.0,1.0,1,0.56
thriller,Tabrett Bethell,9.0,1.0,1,0.57
comedy,Chinmay Kambli,1.0,0.0,1,0.01
family,Chinmay Kambli,1.0,0.0,1,0.09
romance,Shiv Pandit,1.0,0.0,1,0.01
drama,Shiv Pandit,2.0,0.0,2,0.01
action,Shiv Pandit,2.0,0.0,2,0.01
comedy,Shiv Pandit,1.75,0.0,3,0.02
crime,Shiv Pandit,2.0,0.0,1,0.01
drama,Gulshan Devaiah,2.0,0.0,1,0.0
action,Gulshan Devaiah,2.0,0.0,1,0.01
crime,Gulshan Devaiah,2.0,0.0,1,0.01
thriller,Gulshan Devaiah,4.0,0.0,1,0.02
drama,Nargis Fakhri,4.0,0.0,1,0.0
musical,Nargis Fakhri,5.0,0.0,1,0.02
action,Nargis Fakhri,4.0,0.0,1,0.01
music,Nargis Fakhri,5.0,0.0,1,0.45
history,Nargis Fakhri,4.0,0.0,1,0.15
drama,Kumud Mishra,1.0,0.0,1,0.0
musical,Kumud Mishra,5.0,0.0,1,0.02
music,Kumud Mishra,5.0,0.0,1,0.45
drama,Aarav Khanna,2.0,0.0,1,0.0
comedy,Aarav Khanna,2.0,0.0,1,0.01
family,Aarav Khanna,2.0,0.0,1,0.09
drama,Chinmai Chandranshuh,2.0,0.0,1,0.0
comedy,Chinmai Chandranshuh,2.0,0.0,1,0.01
family,Chinmai Chandranshuh,2.0,0.0,1,0.09
drama,Divji Handa,2.0,0.0,1,0.0
comedy,Divji Handa,2.0,0.0,1,0.01
family,Divji Handa,2.0,0.0,1,0.09
drama,Irfan Khan,2.0,0.0,1,0.0
comedy,Irfan Khan,2.0,0.0,1,0.01
family,Irfan Khan,2.0,0.0,1,0.09
romance,Mikaal,1.0,0.0,1,0.01
romance,Preeti,1.5,0.0,4,0.04
romance,Anil Dhawan,1.0,0.0,1,0.01
romance,Faith,1.0,0.0,1,0.01
romance,Farhan,1.0,0.0,1,0.01
drama,Ragini Khanna,1.0,0.0,1,0.0
comedy,Ragini Khanna,1.0,0.0,1,0.01
adventure,Naresh Gosain,1.0,0.0,1,0.03
drama,Naresh Gosain,1.0,0.0,3,0.01
comedy,Naresh Gosain,1.0,0.0,3,0.02
drama,Sara Arjun,1.0,0.0,1,0.0
mystery,Sara Arjun,1.0,0.0,1,0.05
thriller,Sara Arjun,1.0,0.0,1,0.02
drama,Rajvvir Aroraa,1.0,0.0,1,0.0
mystery,Rajvvir Aroraa,1.0,0.0,1,0.05
thriller,Rajvvir Aroraa,1.0,0.0,1,0.02
drama,Aditya Banerjee,1.0,0.0,1,0.0
mystery,Aditya Banerjee,1.0,0.0,1,0.05
thriller,Aditya Banerjee,1.0,0.0,1,0.02
drama,Yana Gupta,5.0,0.5,2,0.28
action,Yana Gupta,7.0,1.0,1,0.56
comedy,Yana Gupta,3.0,0.0,1,0.01
crime,Yana Gupta,7.0,1.0,1,0.56
drama,Lilliput,1.0,0.0,1,0.0
comedy,Lilliput,1.0,0.0,1,0.01
family,Lilliput,1.0,0.0,1,0.09
drama,Rupali Ganguly,1.0,0.0,1,0.0
comedy,Rupali Ganguly,1.0,0.0,1,0.01
family,Rupali Ganguly,1.0,0.0,1,0.09
romance,Tia Bajpai,5.0,0.0,1,0.01
drama,Tia Bajpai,2.3333333333333335,0.0,3,0.01
action,Tia Bajpai,1.0,0.0,1,0.01
comedy,Tia Bajpai,1.0,0.0,1,0.01
crime,Tia Bajpai,1.0,0.0,1,0.01
mystery,Tia Bajpai,6.0,1.0,1,0.6
thriller,Tia Bajpai,6.0,1.0,1,0.57
horror,Tia Bajpai,5.25,0.25,3,0.31
sci-fi,Tia Bajpai,1.0,0.0,1,0.15
mystery,Nikita Janjani,6.0,1.0,1,0.6
thriller,Nikita Janjani,6.0,1.0,1,0.57
horror,Nikita Janjani,6.0,1.0,1,0.61
drama,Kainaz Motivala,5.0,0.0,1,0.0
comedy,Kainaz Motivala,1.0,0.0,1,0.01
mystery,Kainaz Motivala,5.0,0.0,1,0.05
horror,Kainaz Motivala,5.0,0.0,1,0.06
drama,Rajat Kaul,5.0,0.0,1,0.0
mystery,Rajat Kaul,5.0,0.0,1,0.05
horror,Rajat Kaul,5.0,0.0,1,0.06
drama,Janice,5.0,0.0,1,0.0
mystery,Janice,5.0,0.0,1,0.05
horror,Janice,5.0,0.0,1,0.06
drama,Pitobash,1.0,0.0,1,0.0
action,Pitobash,1.0,0.0,1,0.01
crime,Pitobash,1.0,0.0,1,0.01
sci-fi,Pitobash,1.0,0.0,1,0.15
romance,Jatin Khurana,1.0,0.0,1,0.01
romance,Noopur Patwardhan,1.0,0.0,1,0.01
romance,Akansha,1.0,0.0,1,0.01
romance,Sahil Vaid,1.0,0.0,1,0.01
drama,Jaikumar Banotia,1.0,0.0,1,0.0
comedy,Jaikumar Banotia,1.0,0.0,1,0.01
drama,Abhay Joshi,1.0,0.0,3,0.01
crime,Abhay Joshi,1.0,0.0,1,0.01
mystery,Abhay Joshi,1.0,0.0,1,0.05
drama,Jyoti Joshi,1.0,0.0,1,0.0
crime,Jyoti Joshi,1.0,0.0,1,0.01
mystery,Jyoti Joshi,1.0,0.0,1,0.05
drama,Abhijeet Leheri,1.0,0.0,1,0.0
crime,Abhijeet Leheri,1.0,0.0,1,0.01
mystery,Abhijeet Leheri,1.0,0.0,1,0.05
action,Mohsin,1.0,0.0,1,0.01
comedy,Mohsin,1.0,0.0,1,0.01
crime,Mohsin,1.0,0.0,1,0.01
action,Muzzi,1.0,0.0,1,0.01
comedy,Muzzi,1.0,0.0,1,0.01
crime,Muzzi,1.0,0.0,1,0.01
action,Shilpa Shukla,1.0,0.0,1,0.01
comedy,Shilpa Shukla,1.0,0.0,1,0.01
crime,Shilpa Shukla,1.0,0.0,1,0.01
action,Luna,1.0,0.0,1,0.01
comedy,Luna,1.0,0.0,1,0.01
crime,Luna,1.0,0.0,1,0.01
drama,Vipinno,1.0,0.0,1,0.0
mystery,Vipinno,1.0,0.0,1,0.05
thriller,Vipinno,1.0,0.0,1,0.02
drama,Madhavi Sharma,1.0,0.0,1,0.0
mystery,Madhavi Sharma,1.0,0.0,1,0.05
thriller,Madhavi Sharma,1.0,0.0,1,0.02
drama,Sarvar Ahuja,1.0,0.0,1,0.0
mystery,Sarvar Ahuja,1.0,0.0,1,0.05
thriller,Sarvar Ahuja,1.0,0.0,1,0.02
comedy,Gaurav Chopra,1.0,0.0,1,0.01
comedy,Zeenal Kamdar,1.0,0.0,1,0.01
comedy,Rohit Khuranna,1.0,0.0,1,0.01
romance,Harish Raj,1.0,0.0,1,0.01
drama,Harish Raj,1.0,0.0,1,0.0
romance,Meghana Mudiyam,1.0,0.0,1,0.01
drama,Meghana Mudiyam,1.0,0.0,1,0.0
romance,Srinivasa Prabhu,1.0,0.0,1,0.01
drama,Srinivasa Prabhu,1.0,0.0,1,0.0
romance,Lakshmi Chandrashekar,1.0,0.0,1,0.01
drama,Lakshmi Chandrashekar,1.0,0.0,1,0.0
drama,Sendhil Ramamurthy,2.0,0.0,1,0.0
crime,Sendhil Ramamurthy,2.0,0.0,1,0.01
romance,Preeti Desai,1.0,0.0,1,0.01
drama,Preeti Desai,1.25,0.0,3,0.01
comedy,Preeti Desai,1.0,0.0,1,0.01
crime,Preeti Desai,2.0,0.0,1,0.01
romance,Akash,1.0,0.0,3,0.03
adventure,Akash,1.0,0.0,1,0.03
action,Akash,1.0,0.0,2,0.01
fantasy,Akash,1.0,0.0,1,0.06
adventure,Avinash,1.0,0.0,1,0.03
action,Avinash,1.0,0.0,1,0.01
fantasy,Avinash,1.0,0.0,1,0.06
adventure,Gagan,1.0,0.0,1,0.03
action,Gagan,1.0,0.0,1,0.01
fantasy,Gagan,1.0,0.0,1,0.06
adventure,Hithaishaini,1.0,0.0,1,0.03
action,Hithaishaini,1.0,0.0,1,0.01
fantasy,Hithaishaini,1.0,0.0,1,0.06
drama,Gunjan Bakshi,1.0,0.0,1,0.0
comedy,Gurpreet Guggi,1.0,0.0,1,0.01
sci-fi,Gurpreet Guggi,1.0,0.0,1,0.15
comedy,Greg Heffernan,1.0,0.0,1,0.01
sci-fi,Greg Heffernan,1.0,0.0,1,0.15
drama,Riya Bamniyal,2.0,0.0,1,0.0
comedy,Riya Bamniyal,2.0,0.0,1,0.01
drama,Bumpy,2.0,0.0,1,0.0
comedy,Bumpy,2.0,0.0,1,0.01
drama,Sreejita De,2.0,0.0,1,0.0
comedy,Sreejita De,2.0,0.0,1,0.01
romance,Raayo S. Bakhirta,4.0,0.0,1,0.01
drama,Raayo S. Bakhirta,4.0,0.0,1,0.0
comedy,Raayo S. Bakhirta,4.0,0.0,1,0.01
romance,Padam Bhola,4.0,0.0,1,0.01
drama,Padam Bhola,3.5,0.0,3,0.01
comedy,Padam Bhola,4.0,0.0,1,0.01
thriller,Padam Bhola,2.0,0.0,1,0.02
horror,Padam Bhola,2.0,0.0,1,0.06
romance,Sonalli Sehgal,4.0,0.0,1,0.01
drama,Sonalli Sehgal,4.0,0.0,1,0.0
comedy,Sonalli Sehgal,4.0,0.0,1,0.01
drama,Anirudh Agarwal,1.0,0.0,1,0.0
mystery,Anirudh Agarwal,1.0,0.0,1,0.05
horror,Anirudh Agarwal,1.0,0.0,1,0.06
drama,Puja Ballutia,1.0,0.0,1,0.0
mystery,Puja Ballutia,1.0,0.0,1,0.05
horror,Puja Ballutia,1.0,0.0,1,0.06
drama,Dunger,1.0,0.0,1,0.0
mystery,Dunger,1.0,0.0,1,0.05
horror,Dunger,1.0,0.0,1,0.06
drama,Kunaal Roy Kapur,6.0,1.0,1,0.55
comedy,Kunaal Roy Kapur,5.25,0.75,3,0.43
crime,Kunaal Roy Kapur,6.0,1.0,1,0.56
drama,Satyajeet Dubey,1.0,0.0,1,0.0
comedy,Satyajeet Dubey,1.0,0.0,1,0.01
crime,Satyajeet Dubey,1.0,0.0,1,0.01
romance,Ali Fazal,2.0,0.0,3,0.03
drama,Ali Fazal,2.083333333333333,0.0,8,0.04
comedy,Ali Fazal,1.7916666666666665,0.0,7,0.04
crime,Ali Fazal,1.0,0.0,1,0.01
thriller,Ali Fazal,2.0,0.0,1,0.02
action,Gaurav Bajaj,1.0,0.0,1,0.01
comedy,Gaurav Bajaj,1.0,0.0,1,0.01
crime,Gaurav Bajaj,1.0,0.0,1,0.01
action,Kalpana Bora,1.0,0.0,1,0.01
comedy,Kalpana Bora,1.0,0.0,1,0.01
crime,Kalpana Bora,1.0,0.0,1,0.01
action,Kishore Chougule,1.0,0.0,1,0.01
comedy,Kishore Chougule,1.0,0.0,1,0.01
crime,Kishore Chougule,1.0,0.0,1,0.01
drama,Mrinalini Sharma,1.0,0.0,1,0.0
musical,Mrinalini Sharma,1.0,0.0,1,0.02
drama,Mohan Kapoor,1.0,0.0,1,0.0
musical,Mohan Kapoor,1.0,0.0,1,0.02
thriller,Mohan Kapoor,2.0,0.0,1,0.02
romance,Vivek Sudershan,1.0,0.0,1,0.01
drama,Vivek Sudershan,1.0,0.0,1,0.0
comedy,Vivek Sudershan,1.0,0.0,1,0.01
romance,Sayali Bhagat,1.0,0.0,1,0.01
drama,Sayali Bhagat,1.0,0.0,5,0.02
action,Sayali Bhagat,1.0,0.0,1,0.01
comedy,Sayali Bhagat,1.0,0.0,2,0.01
thriller,Sayali Bhagat,1.0,0.0,1,0.02
horror,Sayali Bhagat,2.0,0.0,1,0.06
romance,Ronnaoq Ahuja,1.0,0.0,1,0.01
drama,Ronnaoq Ahuja,1.0,0.0,1,0.0
comedy,Ronnaoq Ahuja,1.0,0.0,1,0.01
romance,Chari Asopa,1.0,0.0,1,0.01
drama,Chari Asopa,1.0,0.0,1,0.0
comedy,Chari Asopa,1.0,0.0,1,0.01
drama,Kajal Agarwal,5.5,0.25,3,0.15
action,Kajal Agarwal,7.0,1.0,1,0.56
crime,Kajal Agarwal,6.5,0.75,3,0.45
thriller,Kajal Agarwal,5.0,0.0,1,0.02
romance,Prakash Raj,1.0,0.0,1,0.01
drama,Prakash Raj,3.805555555555556,0.38888888888888884,8,0.25
action,Prakash Raj,4.805555555555556,0.5222222222222223,12,0.35
comedy,Prakash Raj,4.5,0.41666666666666663,5,0.26
crime,Prakash Raj,7.0,1.0,1,0.56
drama,Radhika Apte,1.0,0.0,1,0.0
crime,Radhika Apte,1.0,0.0,1,0.01
mystery,Radhika Apte,1.0,0.0,1,0.05
drama,Sandeep Kulkarni,1.0,0.0,1,0.0
crime,Sandeep Kulkarni,1.0,0.0,1,0.01
mystery,Sandeep Kulkarni,1.0,0.0,1,0.05
drama,Prateeksha Lonkar,1.0,0.0,1,0.0
crime,Prateeksha Lonkar,1.0,0.0,1,0.01
mystery,Prateeksha Lonkar,1.0,0.0,1,0.05
romance,Richa Chadda,3.0,0.0,2,0.02
drama,Richa Chadda,4.0,0.0,6,0.03
action,Richa Chadda,3.0,0.0,1,0.01
comedy,Richa Chadda,5.0,0.0,1,0.01
crime,Richa Chadda,2.5,0.0,3,0.04
drama,Tigmanshu Dhulia,3.0,0.0,1,0.0
action,Tigmanshu Dhulia,3.0,0.0,1,0.01
crime,Tigmanshu Dhulia,3.0,0.0,1,0.01
romance,Parineeti Chopra,4.0,0.25,4,0.18
drama,Parineeti Chopra,3.8,0.26666666666666666,8,0.18
action,Parineeti Chopra,3.0,0.0,2,0.01
comedy,Parineeti Chopra,4.0,0.25,4,0.16
crime,Parineeti Chopra,2.0,0.0,1,0.01
musical,Raja Bherwani,1.0,0.0,1,0.02
comedy,Raja Bherwani,1.0,0.0,1,0.01
drama,Sahil Mehta,1.0,0.0,1,0.0
comedy,Sahil Mehta,1.0,0.0,1,0.01
drama,Mannat Ravi,1.0,0.0,1,0.0
comedy,Mannat Ravi,1.0,0.0,1,0.01
drama,Vikas Katyal,1.0,0.0,1,0.0
comedy,Vikas Katyal,1.0,0.0,1,0.01
drama,Priyam Galav,1.0,0.0,1,0.0
comedy,Priyam Galav,1.0,0.0,1,0.01
drama,Makrand Shukla,1.0,0.0,1,0.0
drama,Rajendra Chawla,1.0,0.0,1,0.0
drama,Rinku Patel,1.0,0.0,1,0.0
drama,Deven Bhojani,1.0,0.0,1,0.0
comedy,Deven Bhojani,1.0,0.0,1,0.01
drama,Siddharth Koirala,1.0,0.0,1,0.0
comedy,Siddharth Koirala,1.0,0.0,1,0.01
crime,Siddharth Koirala,1.0,0.0,1,0.01
drama,Bruna Abdullah,2.0,0.0,1,0.0
comedy,Bruna Abdullah,2.0,0.0,1,0.01
drama,Shekhar Bassi,2.0,0.0,1,0.0
comedy,Shekhar Bassi,2.0,0.0,1,0.01
drama,Peter Brown,2.0,0.0,1,0.0
comedy,Peter Brown,2.0,0.0,1,0.01
romance,Isabelle Adjani,1.0,0.0,1,0.01
comedy,Isabelle Adjani,1.0,0.0,1,0.01
romance,Fanny Carbonnel,1.0,0.0,1,0.01
comedy,Fanny Carbonnel,1.0,0.0,1,0.01
drama,Javed Abedi,1.0,0.0,1,0.0
drama,Adityansh,1.0,0.0,1,0.0
drama,Lalit Agarwal,1.0,0.0,1,0.0
romance,Rannvijay Singh,1.0,0.0,3,0.03
drama,Rannvijay Singh,1.0,0.0,2,0.01
crime,Rannvijay Singh,1.0,0.0,1,0.01
thriller,Rannvijay Singh,1.0,0.0,3,0.05
horror,Rannvijay Singh,1.0,0.0,1,0.06
drama,Madhurima Banerjee,1.0,0.0,1,0.0
comedy,Madhurima Banerjee,1.0,0.0,1,0.01
crime,Madhurima Banerjee,1.0,0.0,1,0.01
thriller,Madhurima Banerjee,1.0,0.0,1,0.02
drama,Prashant Raj,1.0,0.0,1,0.0
crime,Prashant Raj,1.0,0.0,1,0.01
thriller,Prashant Raj,1.0,0.0,1,0.02
drama,Ntasha Bhardwaj,1.0,0.0,1,0.0
drama,Maanvi Gagroo,1.0,0.0,1,0.0
mystery,Maanvi Gagroo,1.0,0.0,1,0.05
thriller,Maanvi Gagroo,1.0,0.0,1,0.02
horror,Maanvi Gagroo,1.0,0.0,1,0.06
drama,Aanchal Sabharwal,1.0,0.0,1,0.0
drama,Sunny Hinduja,1.0,0.0,1,0.0
sport,Sunny Hinduja,1.0,0.0,1,0.15
drama,Girija Oak,1.0,0.0,1,0.0
sport,Girija Oak,1.0,0.0,1,0.15
drama,Rohit G. Banawlikar,2.0,0.0,1,0.0
crime,Rohit G. Banawlikar,2.0,0.0,1,0.01
thriller,Rohit G. Banawlikar,2.0,0.0,1,0.02
drama,Ajay Gehi,2.0,0.0,1,0.0
crime,Ajay Gehi,2.0,0.0,1,0.01
thriller,Ajay Gehi,2.0,0.0,1,0.02
action,Rajan Verma,1.0,0.0,1,0.01
action,Sandip Munde,1.0,0.0,1,0.01
drama,Apoorva Arora,1.0,0.0,1,0.0
drama,Apporva Arora,1.0,0.0,1,0.0
romance,Kasturi Banerjee,1.0,0.0,1,0.01
drama,Kasturi Banerjee,1.0,0.0,1,0.0
mystery,Kasturi Banerjee,1.0,0.0,1,0.05
comedy,Rohit Shetty,5.0,0.0,1,0.01
drama,Manish Wadhwa,1.0,0.0,1,0.0
action,Manish Wadhwa,1.0,0.0,1,0.01
crime,Manish Wadhwa,1.0,0.0,1,0.01
drama,Pradeep Singh Rawat,1.0,0.0,1,0.0
action,Pradeep Singh Rawat,1.0,0.0,1,0.01
crime,Pradeep Singh Rawat,1.0,0.0,1,0.01
drama,Rajesh Bhardwaj,1.0,0.0,1,0.0
comedy,Rajesh Bhardwaj,1.0,0.0,1,0.01
drama,Sanjana Tiwari,1.0,0.0,1,0.0
comedy,Sanjana Tiwari,1.0,0.0,1,0.01
drama,Mahender Singh Bist,1.0,0.0,1,0.0
comedy,Mahender Singh Bist,1.0,0.0,1,0.01
drama,Sachiin Joshi,1.0,0.0,1,0.0
action,Sachiin Joshi,1.0,0.0,1,0.01
comedy,Sachiin Joshi,1.0,0.0,1,0.01
mystery,Sachiin Joshi,1.0,0.0,1,0.05
thriller,Sachiin Joshi,1.0,0.0,1,0.02
drama,Candice Boucher,1.0,0.0,1,0.0
action,Candice Boucher,1.0,0.0,1,0.01
mystery,Candice Boucher,1.0,0.0,1,0.05
drama,Samy Gharbi,1.0,0.0,1,0.0
action,Samy Gharbi,1.0,0.0,1,0.01
mystery,Samy Gharbi,1.0,0.0,1,0.05
drama,Naresh Kaura,1.0,0.0,1,0.0
action,Naresh Kaura,1.0,0.0,1,0.01
crime,Naresh Kaura,1.0,0.0,1,0.01
drama,Ankita Bhargava,1.0,0.0,1,0.0
action,Ankita Bhargava,1.0,0.0,1,0.01
crime,Ankita Bhargava,1.0,0.0,1,0.01
drama,Pushkar Jog,1.0,0.0,1,0.0
romance,Ranjeeta Kaur,1.0,0.0,1,0.01
drama,Ranjeeta Kaur,1.0,0.0,1,0.0
romance,Saqib Saleem,2.0,0.0,1,0.01
drama,Saqib Saleem,2.0,0.0,2,0.01
comedy,Saqib Saleem,2.25,0.0,3,0.02
romance,Saba Azaad,2.0,0.0,1,0.01
drama,Saba Azaad,2.0,0.0,1,0.0
comedy,Saba Azaad,2.0,0.0,1,0.01
romance,Nishant Dahiya,2.0,0.0,1,0.01
drama,Nishant Dahiya,2.0,0.0,1,0.0
comedy,Nishant Dahiya,1.75,0.0,3,0.02
adventure,Erik A. Nanda,1.0,0.0,1,0.03
drama,Erik A. Nanda,1.0,0.0,1,0.0
animation,Erik A. Nanda,1.0,0.0,1,0.15
adventure,Ritika Shah,1.0,0.0,1,0.03
drama,Ritika Shah,1.0,0.0,1,0.0
animation,Ritika Shah,1.0,0.0,1,0.15
drama,Mini Mathur,2.0,0.0,1,0.0
romance,Candice Pereira,2.0,0.0,1,0.01
romance,Scherrikar Bell,2.0,0.0,1,0.01
drama,Abhijeet,1.0,0.0,2,0.01
crime,Abhijeet,1.0,0.0,2,0.02
mystery,Abhijeet,1.0,0.0,2,0.1
drama,Rucha Gujrati,1.0,0.0,1,0.0
crime,Rucha Gujrati,1.0,0.0,1,0.01
mystery,Rucha Gujrati,1.0,0.0,1,0.05
drama,Manisha Kelkar,1.0,0.0,1,0.0
crime,Manisha Kelkar,1.0,0.0,3,0.04
mystery,Manisha Kelkar,1.0,0.0,1,0.05
thriller,Manisha Kelkar,1.0,0.0,1,0.02
drama,Kanwaljit Singh,1.0,0.0,3,0.01
comedy,Kanwaljit Singh,1.0,0.0,1,0.01
drama,Anju Mahendru,1.0,0.0,1,0.0
comedy,Anju Mahendru,1.0,0.0,1,0.01
crime,Prasenjit Chatterjee,2.0,0.0,1,0.01
thriller,Prasenjit Chatterjee,2.0,0.0,1,0.02
drama,Shreya Narayan,3.0,0.0,1,0.0
action,Shreya Narayan,3.0,0.0,1,0.01
crime,Shreya Narayan,3.0,0.0,1,0.01
action,Paresh Ganatra,8.0,1.0,1,0.56
comedy,Paresh Ganatra,8.0,1.0,1,0.56
sci-fi,Paresh Ganatra,1.0,0.0,1,0.15
romance,Ileana,3.0,0.0,2,0.02
adventure,Ileana,7.0,1.0,1,0.58
drama,Ileana,7.0,1.0,1,0.55
action,Ileana,3.5,0.0,2,0.01
comedy,Ileana,5.0,0.38888888888888884,8,0.26
drama,Sita Spada,1.0,0.0,1,0.0
comedy,Sita Spada,1.0,0.0,1,0.01
crime,Sita Spada,1.0,0.0,1,0.01
drama,Dadhi Raj,1.0,0.0,1,0.0
comedy,Dadhi Raj,1.0,0.0,1,0.01
crime,Dadhi Raj,1.0,0.0,1,0.01
romance,Vipin Sharma,2.0,0.0,1,0.01
drama,Vipin Sharma,1.5,0.0,2,0.01
comedy,Vipin Sharma,1.0,0.0,1,0.01
sci-fi,Vipin Sharma,1.0,0.0,1,0.15
romance,Mithun Rodwittiya,2.0,0.0,1,0.01
drama,Mithun Rodwittiya,2.0,0.0,1,0.0
romance,Chirag Paswan,1.0,0.0,1,0.01
drama,Chirag Paswan,1.0,0.0,1,0.0
comedy,Chirag Paswan,1.0,0.0,1,0.01
drama,Lekha Washington,2.0,0.0,1,0.0
comedy,Lekha Washington,2.0,0.0,1,0.01
drama,Shubh,1.5,0.0,2,0.01
comedy,Shubh,1.0,0.0,1,0.01
crime,Shubh,1.0,0.0,1,0.01
drama,Pratik Katare,1.0,0.0,1,0.0
comedy,Pratik Katare,1.0,0.0,1,0.01
crime,Pratik Katare,1.0,0.0,1,0.01
drama,Harsh Parekh,1.0,0.0,1,0.0
comedy,Harsh Parekh,1.0,0.0,1,0.01
crime,Harsh Parekh,1.0,0.0,1,0.01
drama,Chitrak Bandyopadhyay,1.0,0.0,1,0.0
comedy,Chitrak Bandyopadhyay,1.0,0.0,1,0.01
crime,Chitrak Bandyopadhyay,1.0,0.0,1,0.01
romance,Satyaraj,8.0,1.0,1,0.56
action,Satyaraj,8.0,1.0,1,0.56
comedy,Satyaraj,8.0,1.0,1,0.56
romance,Nikitin Dheer,8.0,1.0,1,0.56
action,Nikitin Dheer,8.0,1.0,1,0.56
comedy,Nikitin Dheer,8.0,1.0,1,0.56
romance,Sunny Gill,1.0,0.0,1,0.01
drama,Sunny Gill,1.0,0.0,1,0.0
romance,Simran Kaur Mundi,1.0,0.0,2,0.02
drama,Simran Kaur Mundi,1.0,0.0,1,0.0
comedy,Simran Kaur Mundi,1.0,0.0,1,0.01
crime,Ritwik Sahore,5.0,0.0,1,0.01
family,Ritwik Sahore,5.0,0.0,1,0.09
sport,Ritwik Sahore,5.0,0.0,1,0.15
romance,Amy Jackson,2.0,0.0,1,0.01
romance,Esha Gupta,7.0,1.0,1,0.56
drama,Esha Gupta,4.25,0.0,3,0.01
