name,year,Hit,Flop,HitPercentage
Manu Rishi Chadha,2006-01-01,0,0,0.0
Sharad S. Kapoor,2006-01-01,0,0,0.0
Farida Jalal,2006-01-01,0,1,0.0
Mugdha Godse,2006-01-01,0,0,0.0
Riya Sen,2006-01-01,0,0,0.0
Bhoomika Chawla,2006-01-01,0,1,0.0
Tulip Joshi,2006-01-01,0,0,0.0
Vijay Raaz,2006-01-01,0,0,0.0
Hrishitaa Bhatt,2006-01-01,0,1,0.0
Dinesh Hingoo,2006-01-01,0,0,0.0
Sadashiv Amrapurkar,2006-01-01,0,0,0.0
Mohnish Bahl,2006-01-01,0,1,0.0
Farooq Shaikh,2006-01-01,0,0,0.0
Vikram Gokhale,2006-01-01,0,0,0.0
Govind Namdeo,2006-01-01,0,0,0.0
Kurush Deboo,2006-01-01,0,0,0.0
Sahil Khan,2006-01-01,0,0,0.0
Yash Tonk,2006-01-01,0,0,0.0
Ishrat Ali,2006-01-01,0,1,0.0
Milind Gunaji,2006-01-01,0,0,0.0
Sudesh Berry,2006-01-01,0,0,0.0
Rajit Kapoor,2006-01-01,0,0,0.0
Nassar Abdulla,2006-01-01,0,0,0.0
Snehal Dabi,2006-01-01,0,1,0.0
Sandali Sinha,2006-01-01,0,0,0.0
Kader Khan,2006-01-01,0,0,0.0
Rajeev Khandelwal,2006-01-01,0,0,0.0
Anupama Verma,2006-01-01,0,0,0.0
Anang Desai,2006-01-01,0,0,0.0
Himesh Reshammiya,2006-01-01,0,0,0.0
Bharati Achrekar,2006-01-01,0,1,0.0
Ashish Vidyarthi,2006-01-01,0,0,0.0
Purab Kohli,2006-01-01,0,1,0.0
Ila Arun,2006-01-01,0,1,0.0
Ram Kapoor,2006-01-01,0,0,0.0
Manoj Joshi,2006-01-01,0,0,0.0
Preeti Jhangiani,2006-01-01,0,0,0.0
Jacky Bhagnani,2006-01-01,0,0,0.0
Anuj Sawhney,2006-01-01,0,1,0.0
Neha Sharma,2006-01-01,0,0,0.0
Neena Gupta,2006-01-01,0,0,0.0
Gajendra Chouhan,2006-01-01,0,0,0.0
Perizaad Zorabian,2006-01-01,0,0,0.0
Aryan Vaid,2006-01-01,0,0,0.0
Prateik,2006-01-01,0,0,0.0
Sayaji Shinde,2006-01-01,0,0,0.0
Anita Hassandani,2006-01-01,0,0,0.0
Pooja Batra,2006-01-01,0,0,0.0
Vatsal Seth,2006-01-01,0,0,0.0
Suman Ranganathan,2006-01-01,0,0,0.0
Javed Jaffrey,2006-01-01,0,0,0.0
Mukesh Bhatt,2006-01-01,0,0,0.0
Arjan Bajwa,2006-01-01,0,0,0.0
Kabir Bedi,2006-01-01,0,0,0.0
Mukul Dev,2006-01-01,0,0,0.0
Shawar Ali,2006-01-01,0,0,0.0
Ayesha Jhulka,2006-01-01,0,0,0.0
Rajesh Khanna,2006-01-01,0,0,0.0
Birbal,2006-01-01,0,0,0.0
Sayali Bhagat,2006-01-01,0,0,0.0
Kiran Kumar,2006-01-01,0,0,0.0
Chunky Pandey,2006-01-01,0,1,0.0
Mandira Bedi,2006-01-01,0,0,0.0
Makrand Deshpande,2006-01-01,0,0,0.0
Aditya Srivastava,2006-01-01,0,0,0.0
Nauheed Cyrusi,2006-01-01,0,0,0.0
Abhay Bhargav,2006-01-01,0,1,0.0
Prashant Narayanan,2006-01-01,0,0,0.0
Puru Rajkumar,2006-01-01,0,0,0.0
Rohini Hattangadi,2006-01-01,0,0,0.0
Mukesh Ahuja,2006-01-01,0,0,0.0
Nagesh Bhonsle,2006-01-01,0,1,0.0
Shweta Bhardwaj,2006-01-01,0,0,0.0
Vikas Anand,2006-01-01,0,0,0.0
Akhilendra Mishra,2006-01-01,0,0,0.0
Rituparna Sengupta,2006-01-01,0,0,0.0
Hazel Croney,2006-01-01,0,0,0.0
Harman Baweja,2006-01-01,0,0,0.0
Sudha Chandran,2006-01-01,0,0,0.0
Shabana Azmi,2006-01-01,0,1,0.0
Benjamin Gilani,2006-01-01,0,0,0.0
Dev Anand,2006-01-01,0,0,0.0
Tanvi Azmi,2006-01-01,0,0,0.0
Adi Irani,2006-01-01,0,0,0.0
Achint Kaur,2006-01-01,0,1,0.0
Yuvika Chaudhry,2006-01-01,0,0,0.0
Pankaj Berry,2006-01-01,0,0,0.0
Varun Dhawan,2006-01-01,0,0,0.0
Nargis Fakhri,2006-01-01,0,0,0.0
Aamir Khan,2007-01-01,1,0,1.0
Shah Rukh Khan,2007-01-01,1,0,1.0
Salman Khan,2007-01-01,1,2,0.3333333333333333
Katrina Kaif,2007-01-01,2,0,1.0
Deepika Padukone,2007-01-01,0,0,0.0
Hrithik Roshan,2007-01-01,0,0,0.0
Priyanka Chopra,2007-01-01,0,2,0.0
Kareena Kapoor,2007-01-01,1,0,1.0
Ranbir Kapoor,2007-01-01,0,1,0.0
Kajol,2007-01-01,0,0,0.0
John Abraham,2007-01-01,0,2,0.0
Amitabh Bachchan,2007-01-01,2,3,0.4
Sonakshi Sinha,2007-01-01,0,0,0.0
Alia Bhatt,2007-01-01,0,0,0.0
Ajay Devgn,2007-01-01,0,2,0.0
Asin,2007-01-01,0,0,0.0
Farhan Akhtar,2007-01-01,0,0,0.0
Arjun Kapoor,2007-01-01,0,0,0.0
Akshay Kumar,2007-01-01,4,0,1.0
Anushka Sharma,2007-01-01,0,0,0.0
Vidya Balan,2007-01-01,2,1,0.6666666666666666
Aishwarya Rai Bachchan,2007-01-01,1,0,1.0
Ranveer Singh,2007-01-01,0,0,0.0
Vir Das,2007-01-01,0,1,0.0
Shahid Kapoor,2007-01-01,1,1,0.5
Saif Ali Khan,2007-01-01,1,2,0.3333333333333333
Anil Kapoor,2007-01-01,1,1,0.5
Prakash Raj,2007-01-01,0,0,0.0
Sonam Kapoor,2007-01-01,0,1,0.0
Sanjay Kapoor,2007-01-01,0,0,0.0
Jacqueline Fernandez,2007-01-01,0,0,0.0
Abhishek Bachchan,2007-01-01,1,2,0.3333333333333333
Imran Khan,2007-01-01,0,0,0.0
Rekha,2007-01-01,0,0,0.0
Tabu,2007-01-01,1,0,1.0
Madhavan,2007-01-01,1,1,0.5
Sanjay Dutt,2007-01-01,2,2,0.5
Parineeti Chopra,2007-01-01,0,0,0.0
Madhuri Dixit,2007-01-01,0,1,0.0
Preity Zinta,2007-01-01,0,1,0.0
Govinda,2007-01-01,1,0,1.0
Emraan Hashmi,2007-01-01,0,3,0.0
Bipasha Basu,2007-01-01,0,2,0.0
Uday Chopra,2007-01-01,0,0,0.0
Aditya Roy Kapoor,2007-01-01,0,0,0.0
Ritesh Deshmukh,2007-01-01,2,1,0.6666666666666666
Rishi Kapoor,2007-01-01,1,0,1.0
Kangana Ranaut,2007-01-01,0,0,0.0
Dia Mirza,2007-01-01,0,1,0.0
Amrish Puri,2007-01-01,0,0,0.0
Amrita Rao,2007-01-01,0,0,0.0
Lara Dutta,2007-01-01,1,1,0.5
Om Puri,2007-01-01,0,1,0.0
Kiron Kher,2007-01-01,1,0,1.0
Mallika Sherawat,2007-01-01,1,1,0.5
Sonu Sood,2007-01-01,0,0,0.0
Nana Patekar,2007-01-01,1,1,0.5
Vinod Khanna,2007-01-01,0,1,0.0
Kalki Koechlin,2007-01-01,0,0,0.0
Rani Mukerji,2007-01-01,1,2,0.3333333333333333
Rajkummar Rao,2007-01-01,0,0,0.0
Tusshar Kapoor,2007-01-01,0,4,0.0
Arjun Rampal,2007-01-01,1,0,1.0
Paresh Rawal,2007-01-01,1,2,0.3333333333333333
Supriya Pathak,2007-01-01,0,0,0.0
Nawazuddin Siddiqui,2007-01-01,0,0,0.0
Naseeruddin Shah,2007-01-01,0,0,0.0
Randeep Hooda,2007-01-01,0,1,0.0
Jaya Bhaduri,2007-01-01,0,1,0.0
Karisma Kapoor,2007-01-01,0,0,0.0
Sharman Joshi,2007-01-01,0,2,0.0
Boman Irani,2007-01-01,0,1,0.0
Satish Shah,2007-01-01,0,0,0.0
Arshad Warsi,2007-01-01,1,1,0.5
Raj Babbar,2007-01-01,0,0,0.0
Shilpa Shetty,2007-01-01,0,1,0.0
Vivek Oberoi,2007-01-01,0,1,0.0
Anupam Kher,2007-01-01,0,2,0.0
Sameera Reddy,2007-01-01,0,0,0.0
Sunny Deol,2007-01-01,0,4,0.0
Shraddha Kapoor,2007-01-01,0,0,0.0
Akshaye Khanna,2007-01-01,0,2,0.0
Manish Chaudhary,2007-01-01,0,0,0.0
Sunil Shetty,2007-01-01,1,1,0.5
Sohail Khan,2007-01-01,0,0,0.0
Esha Deol,2007-01-01,0,0,0.0
Pavan Malhotra,2007-01-01,0,0,0.0
Sonali Kulkarni,2007-01-01,0,0,0.0
Rimi Sen,2007-01-01,0,1,0.0
Sushmita Sen,2007-01-01,0,0,0.0
Gracy Singh,2007-01-01,0,0,0.0
Kunal Khemu,2007-01-01,0,2,0.0
Juhi Chawla,2007-01-01,0,1,0.0
Vinay Pathak,2007-01-01,1,1,0.5
Dharmendra,2007-01-01,1,2,0.3333333333333333
Mohammed Zeeshan Ayyub,2007-01-01,0,0,0.0
Ranvir Shorey,2007-01-01,0,3,0.0
Genelia D'Souza,2007-01-01,0,0,0.0
Isha Koppikar,2007-01-01,0,0,0.0
Soha Ali Khan,2007-01-01,0,1,0.0
Johnny Lever,2007-01-01,0,0,0.0
Ayesha Takia,2007-01-01,0,3,0.0
Tia Bajpai,2007-01-01,0,0,0.0
Nasser,2007-01-01,0,1,0.0
Saurabh Shukla,2007-01-01,0,0,0.0
Konkona Sen Sharma,2007-01-01,1,1,0.5
Ameesha Patel,2007-01-01,1,0,1.0
Zayed Khan,2007-01-01,0,2,0.0
Neha Dhupia,2007-01-01,0,3,0.0
Irrfan Khan,2007-01-01,1,0,1.0
Revathy,2007-01-01,0,1,0.0
Girish Karnad,2007-01-01,0,0,0.0
Fardeen Khan,2007-01-01,1,0,1.0
Mahesh Manjrekar,2007-01-01,0,0,0.0
Shakti Kapoor,2007-01-01,0,0,0.0
Shiney Ahuja,2007-01-01,1,1,0.5
Lillete Dubey,2007-01-01,0,0,0.0
Shreyas Talpade,2007-01-01,1,2,0.3333333333333333
Minissha Lamba,2007-01-01,0,1,0.0
Jimmy Shergill,2007-01-01,0,4,0.0
Manisha Koirala,2007-01-01,0,0,0.0
Atul Kulkarni,2007-01-01,0,1,0.0
Amrita Arora,2007-01-01,0,1,0.0
Neil Nitin Mukesh,2007-01-01,0,1,0.0
Rajat Kapoor,2007-01-01,1,1,0.5
Aftab Shivdasani,2007-01-01,0,2,0.0
Ashmit Patel,2007-01-01,0,0,0.0
Dimple Kapadia,2007-01-01,0,0,0.0
Urmila Matondkar,2007-01-01,0,1,0.0
Danny Denzongpa,2007-01-01,0,1,0.0
Ahsaas Channa,2007-01-01,0,1,0.0
Prem Chopra,2007-01-01,0,0,0.0
Sushant Singh,2007-01-01,0,0,0.0
Rahul Dev,2007-01-01,0,0,0.0
Kay Kay Menon,2007-01-01,1,0,1.0
Darshan Jariwala,2007-01-01,0,2,0.0
Antara Mali,2007-01-01,0,0,0.0
Jackie Shroff,2007-01-01,0,0,0.0
Vrajesh Hirjee,2007-01-01,0,0,0.0
Vicky Ahuja,2007-01-01,0,0,0.0
Sandhya Mridul,2007-01-01,0,0,0.0
Arbaaz Khan,2007-01-01,1,1,0.5
Prachi Desai,2007-01-01,0,0,0.0
Ali Zafar,2007-01-01,0,0,0.0
Udita Goswami,2007-01-01,0,1,0.0
Rana Jung Bahadur,2007-01-01,0,0,0.0
Abhay Deol,2007-01-01,0,3,0.0
Neetu Chandra,2007-01-01,0,1,0.0
Sanjay Mishra,2007-01-01,0,0,0.0
Priyanshu Chatterjee,2007-01-01,0,0,0.0
Raveena Tandon,2007-01-01,0,0,0.0
Alok Nath,2007-01-01,0,0,0.0
Mahie Gill,2007-01-01,0,0,0.0
Sharat Saxena,2007-01-01,0,1,0.0
Mithun Chakraborty,2007-01-01,1,0,1.0
Bobby Deol,2007-01-01,0,4,0.0
Tinnu Anand,2007-01-01,0,0,0.0
Manjari Phadnis,2007-01-01,0,0,0.0
Kunal Kapoor,2007-01-01,0,1,0.0
Ayub Khan,2007-01-01,0,0,0.0
Kashmira Shah,2007-01-01,0,0,0.0
Deepak Dobriyal,2007-01-01,0,0,0.0
Rajpal Yadav,2007-01-01,0,1,0.0
Divya Dutta,2007-01-01,0,1,0.0
Rajat Bedi,2007-01-01,0,1,0.0
Rahul Bose,2007-01-01,0,0,0.0
Parvin Dabas,2007-01-01,0,0,0.0
Asrani,2007-01-01,0,0,0.0
Raghuvir Yadav,2007-01-01,0,1,0.0
Avtar Gill,2007-01-01,0,0,0.0
Aashish Chaudhary,2007-01-01,1,0,1.0
Laxmikant Berde,2007-01-01,0,0,0.0
Nandita Das,2007-01-01,0,0,0.0
Mukesh Tiwari,2007-01-01,0,0,0.0
Mahima Chaudhry,2007-01-01,0,0,0.0
Shahana Goswami,2007-01-01,0,0,0.0
Tara Sharma,2007-01-01,0,0,0.0
Smita Jaykar,2007-01-01,0,0,0.0
Gulshan Grover,2007-01-01,0,0,0.0
Vidya Malvade,2007-01-01,0,0,0.0
Yashpal Sharma,2007-01-01,0,0,0.0
Manoj Bajpayee,2007-01-01,0,0,0.0
Ashutosh Rana,2007-01-01,0,0,0.0
Ravi Kishan,2007-01-01,0,0,0.0
Nafisa Ali,2007-01-01,0,0,0.0
Arunoday Singh,2007-01-01,0,0,0.0
Omkar Das Manikpuri,2007-01-01,0,0,0.0
Himanshu Malik,2007-01-01,0,0,0.0
Mimoh Chakraborty,2007-01-01,0,0,0.0
Nushrat Bharucha,2007-01-01,0,0,0.0
Sarika,2007-01-01,1,1,0.5
Hema Malini,2007-01-01,0,0,0.0
Krishna Bhatt,2007-01-01,0,0,0.0
Dino Morea,2007-01-01,0,0,0.0
Tanushree Dutta,2007-01-01,0,3,0.0
Zakir Hussain,2007-01-01,0,0,0.0
Asif Basra,2007-01-01,0,0,0.0
Sachin Khedekar,2007-01-01,0,0,0.0
Celina Jaitly,2007-01-01,0,1,0.0
Raima Sen,2007-01-01,0,1,0.0
Gul Panag,2007-01-01,0,1,0.0
Rakesh Bedi,2007-01-01,0,0,0.0
Rati Agnihotri,2007-01-01,0,0,0.0
Ali Fazal,2007-01-01,0,0,0.0
Aarti Chhabria,2007-01-01,0,0,0.0
Satish Kaushik,2007-01-01,0,0,0.0
Seema Biswas,2007-01-01,0,0,0.0
Sanjay Suri,2007-01-01,0,1,0.0
Arun Bakshi,2007-01-01,0,1,0.0
Arya Babbar,2007-01-01,0,0,0.0
Namrata Shirodkar,2007-01-01,0,0,0.0
Dipannita Sharma,2007-01-01,0,0,0.0
Manu Rishi Chadha,2007-01-01,0,0,0.0
Sharad S. Kapoor,2007-01-01,0,0,0.0
Farida Jalal,2007-01-01,0,0,0.0
Mugdha Godse,2007-01-01,0,0,0.0
Riya Sen,2007-01-01,0,0,0.0
Bhoomika Chawla,2007-01-01,0,1,0.0
Tulip Joshi,2007-01-01,0,1,0.0
Vijay Raaz,2007-01-01,0,1,0.0
Hrishitaa Bhatt,2007-01-01,0,0,0.0
Dinesh Hingoo,2007-01-01,0,0,0.0
Sadashiv Amrapurkar,2007-01-01,0,0,0.0
Mohnish Bahl,2007-01-01,0,0,0.0
Farooq Shaikh,2007-01-01,0,0,0.0
Vikram Gokhale,2007-01-01,0,0,0.0
Govind Namdeo,2007-01-01,0,0,0.0
Kurush Deboo,2007-01-01,0,0,0.0
Sahil Khan,2007-01-01,0,0,0.0
Yash Tonk,2007-01-01,0,0,0.0
Ishrat Ali,2007-01-01,0,0,0.0
Milind Gunaji,2007-01-01,0,0,0.0
Sudesh Berry,2007-01-01,0,1,0.0
Rajit Kapoor,2007-01-01,0,0,0.0
Nassar Abdulla,2007-01-01,0,0,0.0
Snehal Dabi,2007-01-01,0,0,0.0
Sandali Sinha,2007-01-01,0,0,0.0
Kader Khan,2007-01-01,0,0,0.0
Rajeev Khandelwal,2007-01-01,0,0,0.0
Anupama Verma,2007-01-01,0,0,0.0
Anang Desai,2007-01-01,0,0,0.0
Himesh Reshammiya,2007-01-01,0,1,0.0
Bharati Achrekar,2007-01-01,0,0,0.0
Ashish Vidyarthi,2007-01-01,0,0,0.0
Purab Kohli,2007-01-01,0,0,0.0
Ila Arun,2007-01-01,0,0,0.0
Ram Kapoor,2007-01-01,0,0,0.0
Manoj Joshi,2007-01-01,0,0,0.0
Preeti Jhangiani,2007-01-01,0,0,0.0
Jacky Bhagnani,2007-01-01,0,0,0.0
Anuj Sawhney,2007-01-01,0,0,0.0
Neha Sharma,2007-01-01,0,0,0.0
Neena Gupta,2007-01-01,0,0,0.0
Gajendra Chouhan,2007-01-01,0,0,0.0
Perizaad Zorabian,2007-01-01,0,0,0.0
Aryan Vaid,2007-01-01,0,0,0.0
Prateik,2007-01-01,0,0,0.0
Sayaji Shinde,2007-01-01,0,0,0.0
Anita Hassandani,2007-01-01,0,0,0.0
Pooja Batra,2007-01-01,0,0,0.0
Vatsal Seth,2007-01-01,0,0,0.0
Suman Ranganathan,2007-01-01,0,0,0.0
Javed Jaffrey,2007-01-01,0,0,0.0
Mukesh Bhatt,2007-01-01,0,0,0.0
Arjan Bajwa,2007-01-01,0,0,0.0
Kabir Bedi,2007-01-01,0,0,0.0
Mukul Dev,2007-01-01,0,0,0.0
Shawar Ali,2007-01-01,0,0,0.0
Ayesha Jhulka,2007-01-01,0,0,0.0
Rajesh Khanna,2007-01-01,0,0,0.0
Birbal,2007-01-01,0,1,0.0
Sayali Bhagat,2007-01-01,0,0,0.0
Kiran Kumar,2007-01-01,0,0,0.0
Chunky Pandey,2007-01-01,0,0,0.0
Mandira Bedi,2007-01-01,0,1,0.0
Makrand Deshpande,2007-01-01,0,0,0.0
Aditya Srivastava,2007-01-01,0,0,0.0
Nauheed Cyrusi,2007-01-01,0,0,0.0
Abhay Bhargav,2007-01-01,0,0,0.0
Prashant Narayanan,2007-01-01,0,0,0.0
Puru Rajkumar,2007-01-01,0,0,0.0
Rohini Hattangadi,2007-01-01,0,0,0.0
Mukesh Ahuja,2007-01-01,0,0,0.0
Nagesh Bhonsle,2007-01-01,0,0,0.0
Shweta Bhardwaj,2007-01-01,0,0,0.0
Vikas Anand,2007-01-01,0,1,0.0
Akhilendra Mishra,2007-01-01,0,0,0.0
Rituparna Sengupta,2007-01-01,0,0,0.0
Hazel Croney,2007-01-01,0,1,0.0
Harman Baweja,2007-01-01,0,0,0.0
Sudha Chandran,2007-01-01,0,0,0.0
Shabana Azmi,2007-01-01,0,0,0.0
Benjamin Gilani,2007-01-01,0,0,0.0
Dev Anand,2007-01-01,0,0,0.0
Tanvi Azmi,2007-01-01,0,0,0.0
Adi Irani,2007-01-01,0,0,0.0
Achint Kaur,2007-01-01,0,0,0.0
Yuvika Chaudhry,2007-01-01,0,0,0.0
Pankaj Berry,2007-01-01,0,0,0.0
Varun Dhawan,2007-01-01,0,0,0.0
Nargis Fakhri,2007-01-01,0,0,0.0
Aamir Khan,2008-01-01,1,0,1.0
Shah Rukh Khan,2008-01-01,1,0,1.0
Salman Khan,2008-01-01,0,2,0.0
Katrina Kaif,2008-01-01,2,1,0.6666666666666666
Deepika Padukone,2008-01-01,1,0,1.0
Hrithik Roshan,2008-01-01,1,0,1.0
Priyanka Chopra,2008-01-01,0,5,0.0
Kareena Kapoor,2008-01-01,0,2,0.0
Ranbir Kapoor,2008-01-01,1,0,1.0
Kajol,2008-01-01,0,1,0.0
John Abraham,2008-01-01,0,1,0.0
Amitabh Bachchan,2008-01-01,0,4,0.0
Sonakshi Sinha,2008-01-01,0,0,0.0
Alia Bhatt,2008-01-01,0,0,0.0
Ajay Devgn,2008-01-01,1,4,0.2
Asin,2008-01-01,1,0,1.0
Farhan Akhtar,2008-01-01,0,1,0.0
Arjun Kapoor,2008-01-01,0,0,0.0
Akshay Kumar,2008-01-01,1,2,0.3333333333333333
Anushka Sharma,2008-01-01,1,0,1.0
Vidya Balan,2008-01-01,0,2,0.0
Aishwarya Rai Bachchan,2008-01-01,1,1,0.5
Ranveer Singh,2008-01-01,0,0,0.0
Vir Das,2008-01-01,0,0,0.0
Shahid Kapoor,2008-01-01,0,1,0.0
Saif Ali Khan,2008-01-01,1,3,0.25
Anil Kapoor,2008-01-01,0,2,0.0
Prakash Raj,2008-01-01,0,0,0.0
Sonam Kapoor,2008-01-01,0,0,0.0
Sanjay Kapoor,2008-01-01,0,0,0.0
Jacqueline Fernandez,2008-01-01,0,0,0.0
Abhishek Bachchan,2008-01-01,0,3,0.0
Imran Khan,2008-01-01,1,1,0.5
Rekha,2008-01-01,0,0,0.0
Tabu,2008-01-01,0,0,0.0
Madhavan,2008-01-01,0,1,0.0
Sanjay Dutt,2008-01-01,0,2,0.0
Parineeti Chopra,2008-01-01,0,0,0.0
Madhuri Dixit,2008-01-01,0,0,0.0
Preity Zinta,2008-01-01,0,0,0.0
Govinda,2008-01-01,0,1,0.0
Emraan Hashmi,2008-01-01,1,0,1.0
Bipasha Basu,2008-01-01,2,0,1.0
Uday Chopra,2008-01-01,0,0,0.0
Aditya Roy Kapoor,2008-01-01,0,0,0.0
Ritesh Deshmukh,2008-01-01,0,1,0.0
Rishi Kapoor,2008-01-01,0,1,0.0
Kangana Ranaut,2008-01-01,0,1,0.0
Dia Mirza,2008-01-01,0,0,0.0
Amrish Puri,2008-01-01,0,0,0.0
Amrita Rao,2008-01-01,0,2,0.0
Lara Dutta,2008-01-01,0,1,0.0
Om Puri,2008-01-01,1,4,0.2
Kiron Kher,2008-01-01,1,2,0.3333333333333333
Mallika Sherawat,2008-01-01,0,2,0.0
Sonu Sood,2008-01-01,1,1,0.5
Nana Patekar,2008-01-01,0,0,0.0
Vinod Khanna,2008-01-01,0,0,0.0
Kalki Koechlin,2008-01-01,0,0,0.0
Rani Mukerji,2008-01-01,0,1,0.0
Rajkummar Rao,2008-01-01,0,0,0.0
Tusshar Kapoor,2008-01-01,0,2,0.0
Arjun Rampal,2008-01-01,0,1,0.0
Paresh Rawal,2008-01-01,0,5,0.0
Supriya Pathak,2008-01-01,0,0,0.0
Nawazuddin Siddiqui,2008-01-01,0,0,0.0
Naseeruddin Shah,2008-01-01,1,2,0.3333333333333333
Randeep Hooda,2008-01-01,0,1,0.0
Jaya Bhaduri,2008-01-01,0,1,0.0
Karisma Kapoor,2008-01-01,0,0,0.0
Sharman Joshi,2008-01-01,0,2,0.0
Boman Irani,2008-01-01,0,3,0.0
Satish Shah,2008-01-01,0,2,0.0
Arshad Warsi,2008-01-01,0,3,0.0
Raj Babbar,2008-01-01,0,0,0.0
Shilpa Shetty,2008-01-01,0,0,0.0
Vivek Oberoi,2008-01-01,0,1,0.0
Anupam Kher,2008-01-01,1,6,0.14285714285714285
Sameera Reddy,2008-01-01,0,0,0.0
Sunny Deol,2008-01-01,0,0,0.0
Shraddha Kapoor,2008-01-01,0,0,0.0
Akshaye Khanna,2008-01-01,1,1,0.5
Manish Chaudhary,2008-01-01,0,0,0.0
Sunil Shetty,2008-01-01,0,1,0.0
Sohail Khan,2008-01-01,0,1,0.0
Esha Deol,2008-01-01,0,1,0.0
Pavan Malhotra,2008-01-01,0,0,0.0
Sonali Kulkarni,2008-01-01,0,2,0.0
Rimi Sen,2008-01-01,0,1,0.0
Sushmita Sen,2008-01-01,0,0,0.0
Gracy Singh,2008-01-01,0,1,0.0
Kunal Khemu,2008-01-01,0,1,0.0
Juhi Chawla,2008-01-01,0,2,0.0
Vinay Pathak,2008-01-01,1,2,0.3333333333333333
Dharmendra,2008-01-01,0,0,0.0
Mohammed Zeeshan Ayyub,2008-01-01,0,0,0.0
Ranvir Shorey,2008-01-01,0,3,0.0
Genelia D'Souza,2008-01-01,1,1,0.5
Isha Koppikar,2008-01-01,0,1,0.0
Soha Ali Khan,2008-01-01,0,0,0.0
Johnny Lever,2008-01-01,0,0,0.0
Ayesha Takia,2008-01-01,0,2,0.0
Tia Bajpai,2008-01-01,0,0,0.0
Nasser,2008-01-01,0,0,0.0
Saurabh Shukla,2008-01-01,0,3,0.0
Konkona Sen Sharma,2008-01-01,0,1,0.0
Ameesha Patel,2008-01-01,0,0,0.0
Zayed Khan,2008-01-01,0,2,0.0
Neha Dhupia,2008-01-01,0,2,0.0
Irrfan Khan,2008-01-01,0,6,0.0
Revathy,2008-01-01,0,0,0.0
Girish Karnad,2008-01-01,0,0,0.0
Fardeen Khan,2008-01-01,0,0,0.0
Mahesh Manjrekar,2008-01-01,0,2,0.0
Shakti Kapoor,2008-01-01,0,2,0.0
Shiney Ahuja,2008-01-01,0,1,0.0
Lillete Dubey,2008-01-01,0,0,0.0
Shreyas Talpade,2008-01-01,0,2,0.0
Minissha Lamba,2008-01-01,1,3,0.25
Jimmy Shergill,2008-01-01,1,1,0.5
Manisha Koirala,2008-01-01,0,3,0.0
Atul Kulkarni,2008-01-01,0,0,0.0
Amrita Arora,2008-01-01,1,3,0.25
Neil Nitin Mukesh,2008-01-01,0,0,0.0
Rajat Kapoor,2008-01-01,0,2,0.0
Aftab Shivdasani,2008-01-01,0,2,0.0
Ashmit Patel,2008-01-01,0,0,0.0
Dimple Kapadia,2008-01-01,0,2,0.0
Urmila Matondkar,2008-01-01,0,1,0.0
Danny Denzongpa,2008-01-01,0,0,0.0
Ahsaas Channa,2008-01-01,1,0,1.0
Prem Chopra,2008-01-01,0,0,0.0
Sushant Singh,2008-01-01,0,1,0.0
Rahul Dev,2008-01-01,0,2,0.0
Kay Kay Menon,2008-01-01,0,4,0.0
Darshan Jariwala,2008-01-01,0,1,0.0
Antara Mali,2008-01-01,0,0,0.0
Jackie Shroff,2008-01-01,0,3,0.0
Vrajesh Hirjee,2008-01-01,0,2,0.0
Vicky Ahuja,2008-01-01,0,0,0.0
Sandhya Mridul,2008-01-01,0,0,0.0
Arbaaz Khan,2008-01-01,0,3,0.0
Prachi Desai,2008-01-01,0,0,0.0
Ali Zafar,2008-01-01,0,0,0.0
Udita Goswami,2008-01-01,0,0,0.0
Rana Jung Bahadur,2008-01-01,0,0,0.0
Abhay Deol,2008-01-01,0,1,0.0
Neetu Chandra,2008-01-01,0,3,0.0
Sanjay Mishra,2008-01-01,0,0,0.0
Priyanshu Chatterjee,2008-01-01,0,0,0.0
Raveena Tandon,2008-01-01,0,0,0.0
Alok Nath,2008-01-01,0,1,0.0
Mahie Gill,2008-01-01,0,0,0.0
Sharat Saxena,2008-01-01,0,1,0.0
Mithun Chakraborty,2008-01-01,0,4,0.0
Bobby Deol,2008-01-01,0,1,0.0
Tinnu Anand,2008-01-01,1,2,0.3333333333333333
Manjari Phadnis,2008-01-01,1,0,1.0
Kunal Kapoor,2008-01-01,0,0,0.0
Ayub Khan,2008-01-01,0,0,0.0
Kashmira Shah,2008-01-01,0,0,0.0
Deepak Dobriyal,2008-01-01,0,0,0.0
Rajpal Yadav,2008-01-01,0,6,0.0
Divya Dutta,2008-01-01,0,2,0.0
Rajat Bedi,2008-01-01,0,0,0.0
Rahul Bose,2008-01-01,0,3,0.0
Parvin Dabas,2008-01-01,0,1,0.0
Asrani,2008-01-01,0,2,0.0
Raghuvir Yadav,2008-01-01,0,0,0.0
Avtar Gill,2008-01-01,0,0,0.0
Aashish Chaudhary,2008-01-01,0,1,0.0
Laxmikant Berde,2008-01-01,0,0,0.0
Nandita Das,2008-01-01,0,0,0.0
Mukesh Tiwari,2008-01-01,0,0,0.0
Mahima Chaudhry,2008-01-01,0,1,0.0
Shahana Goswami,2008-01-01,0,1,0.0
Tara Sharma,2008-01-01,0,0,0.0
Smita Jaykar,2008-01-01,0,0,0.0
Gulshan Grover,2008-01-01,0,4,0.0
Vidya Malvade,2008-01-01,0,1,0.0
Yashpal Sharma,2008-01-01,0,0,0.0
Manoj Bajpayee,2008-01-01,0,1,0.0
